timestamp,consumer_type,day_type,occupancy,total_consumption_kW,base_load_kW,hvac_kW,lighting_kW,water_heating_kW,cooking_kW,entertainment_kW,laundry_kW,ev_charging_kW,equipment_kW,production_kW,solar_generation_kW,panel_efficiency,temperature,cloud_cover,humidity,solar_irradiance,grid_import_kW,grid_export_kW,self_consumption_kW,self_consumption_ratio,electricity_rate,export_rate,import_cost,export_credit,net_cost,consumption_kWh,solar_generation_kWh
2024-11-04 10:15:00,Business,Weekday,1.0,11.345027266495904,0.5561737232400787,4.208246039951208,1.5,,,,,,2.0,3.0,2.21295902529051,18.29760730716682,5.9175396004879195,51.2445300047318,54.58758401137346,384.4462413554404,9.132068241205396,0.0,2.21295902529051,1.0,0.24,0.08,0.5479240944723237,0.0,0.5479240944723237,2.836256816623976,0.5532397563226275
2024-01-25 01:30:00,Residential,Weekday,0.9752046763324019,1.4790894855338914,0.2350348584551683,1.237400312646606,,1.0530566322424153e-07,1.5740348108374445e-32,1.6165532160177512e-09,5.117429282910511e-17,0.0,,,0.03459169261905806,18.887305076855014,-2.7544864243384266,60.8421145351257,33.278401007959495,9.176471610673337,1.4444977929148333,0.0,0.03459169261905806,1.0,0.15,0.08,0.054168667234306245,0.0,0.054168667234306245,0.36977237138347285,0.008647923154764516
2024-05-28 02:15:00,Residential,Weekday,0.9543953273860113,0.6218838589601756,0.20292104843000083,0.47719766369300565,,4.812864909135641e-06,3.2837209534936423e-25,7.164537478656902e-09,0.0,0.0,,,0.014645462812145398,17.09033972698755,,14.987105401881697,60.93600949848893,0.0,0.6072383961480302,0.0,0.014645462812145398,1.0,0.15,0.08,0.02277143985555113,0.0,0.02277143985555113,0.1554709647400439,0.0036613657030363494
2024-05-06 22:45:00,Business,Weekday,0.0,0.8952651910699875,0.5271397984175604,0.3,0.2,,,,,,0.0,0.0,0.06825543156175706,17.35072794322729,19.84223612901046,40.207404728323915,71.27963501258206,0.0,0.8270097595082304,0.0,0.06825543156175706,1.0,0.24,0.08,0.04962058557049382,0.0,0.04962058557049382,0.22381629776749687,0.017063857890439266
2024-06-24 21:30:00,Business,Weekday,0.0,,0.5066330577722077,0.3,,,,,,,0.0,0.0,0.0,17.3240734121733,20.234214526863262,6.729822496721728,81.89605797411402,0.0,0.966427231230502,0.0,0.0,0.0,0.24,0.08,0.05798563387383012,0.0,0.05798563387383012,0.2416068078076255,0.0
2024-07-23 16:15:00,Residential,Weekday,0.30185148863307965,0.3613549948501067,0.2260997592851156,,0.0,8.003528593242662e-05,0.0003280600133403416,0.04145930453899472,0.0,0.0,,,2.7849237196360823,16.79268566712561,28.04874018932926,2.5784328015160365,74.13330940973727,532.1730371403303,0.0,2.4235687247859756,0.3613549948501067,0.12975400090934142,0.32,0.08,0.0,0.04847137449571951,-0.04847137449571951,0.09033874871252667,0.6962309299090206
2024-03-20 10:00:00,Business,Weekday,1.0,6.753620146370778,0.5534641165127703,2.6991726925283346,,,,,,,2.0,0.0,2.869134581536237,16.83028128454037,27.495863462641672,50.045633256976174,62.662216170280445,519.6973047177057,3.8844855648345415,0.0,2.869134581536237,1.0,0.24,0.08,0.23306913389007247,0.0,0.23306913389007247,1.6884050365926946,0.7172836453840592
2024-12-15 13:30:00,Residential,Weekend,0.5303181320463178,0.7870878938960525,0.200853902768915,,0.0,2.4840686054530563e-10,0.014354150932760988,0.015215004042863552,0.0,0.0,,,2.258558821977573,,6.491683333925451,62.88137265099402,43.68557161808317,375.5680158217567,0.0,1.4714709280815206,0.7870878938960525,0.3484912087465075,0.24,0.08,0.0,0.02942941856163041,-0.02942941856163041,0.19677197347401312,0.5646397054943932
2024-10-26 10:30:00,Business,Weekend,0.3,4.155615955636601,0.5109034589505095,1.267052732518356,0.44999999999999996,,,,,,0.6,0.8999999999999999,4.1967850874474815,18.307986193708274,5.764908916054805,12.98128312529683,58.91352966459886,730.1425606560244,0.0,0.041169131810880444,4.155615955636601,0.990190316884699,0.24,0.08,0.0,0.0008233826362176089,-0.0008233826362176089,1.0389039889091503,1.0491962718618704
2024-05-31 21:00:00,Business,Weekday,0.0,0.7102719954334838,0.5477736849224031,0.34365657850800824,0.2,,,,,,0.0,0.0,0.0,16.96904508871518,25.455219283600275,10.680508458500828,54.73902213191471,8.645933088481963,0.7102719954334838,0.0,0.0,0.0,0.24,0.08,0.04261631972600903,0.0,0.04261631972600903,0.17756799885837096,0.0
2024-05-26 17:45:00,Residential,Weekend,0.7286993537022374,1.5554506916771786,0.22037114312435874,0.40926242194175566,,0.01739248877515201,0.08599312755273357,0.1650153390354731,0.20602501279729443,0.0,,,1.3148688536100033,16.984177593663375,25.232682446126866,3.6324972780498297,67.9684310428113,236.30231572627952,0.24058183806717537,0.0,1.3148688536100033,1.0,0.32,0.08,0.01924654704537403,0.0,0.01924654704537403,0.38886267291929466,0.3287172134025008
2024-06-06 16:15:00,Residential,Weekday,0.32726614005612253,0.24588896310084227,0.2393012893871916,0.0,0.0,8.677392718520751e-05,0.0003556813145392845,0.04495000712877435,0.0,0.0,,,2.744929790465962,,34.14682718450677,2.1789209209362124,86.79106874770122,524.1766152754108,0.0,2.49904082736512,0.24588896310084227,0.08957932693028979,0.32,0.08,0.0,0.0499808165473024,-0.0499808165473024,0.06147224077521057,0.6862324476164905
2024-02-13 06:30:00,Business,Weekday,0.0,1.578946442998313,0.5770999431526671,0.5713331163574333,0.2,,,,,,0.0,0.0,0.0,,9.911125576171111,,58.77781613557759,0.0,1.578946442998313,0.0,0.0,,,0.08,0.09473678657989879,0.0,0.09473678657989879,0.3947366107495783,0.0
2024-10-20 06:15:00,Residential,Weekend,0.7625047541121179,1.5587713381159576,0.2008138436336043,0.8053242934712799,,0.23022751404348685,0.010050636230687016,6.277168454731405e-06,0.0,0.0,,,0.07790263268532394,18.308745470016827,5.753743087987838,,60.12730762846923,17.602712527232033,1.4808687054306335,0.0,0.07790263268532394,1.0,0.24,0.08,0.08885212232583801,0.0,0.08885212232583801,0.3896928345289894,0.019475658171330984
2024-07-13 18:15:00,Business,Weekend,0.0,0.7945845533285498,0.5087316569010235,,0.2,,,,,,0.0,0.0,0.7396365374342513,16.59723871280581,30.922960105796918,14.325790681153766,94.68549776117577,124.78514591534886,0.05494801589429854,0.0,0.7396365374342513,,,0.08,0.004395841271543883,0.0,0.004395841271543883,0.19864613833213746,0.18490913435856282
2024-06-26 12:45:00,Business,Weekday,1.0,11.09058939336807,0.5523141776721013,4.156918732741316,1.5,,,,,,2.0,3.0,4.5799273641650196,16.334647630867956,34.78459366370658,18.451073548152298,98.43803701829808,862.3780960546896,6.510662029203051,0.0,4.5799273641650196,,0.24,0.08,0.39063972175218303,0.0,0.39063972175218303,2.7726473483420175,1.1449818410412549
2024-01-23 14:45:00,Business,Weekday,1.0,8.094163324764965,0.5136113937255793,4.19362134290198,,,,,,,2.0,0.0,1.0246177786439143,18.28766251317335,6.0637865709802,55.64351077700698,40.19343678599011,177.47676549507702,7.06954554612105,0.0,1.0246177786439143,1.0,0.24,0.08,0.424172732767263,0.0,0.424172732767263,2.0235408311912413,0.2561544446609786
2024-11-17 08:45:00,Business,Weekend,0.0,,0.5140399573091733,0.6342339838927114,0.2,,,,,,0.0,0.0,0.2218289260428094,18.311194060313625,5.717734407152574,65.45608632287825,39.08162084391145,31.873505170254365,0.9564629476822404,0.0,0.2218289260428094,,0.24,0.08,0.05738777686093442,0.0,0.05738777686093442,0.29457296843126246,0.05545723151070235
2024-11-09 17:45:00,Business,Weekend,0.0,1.4585308103456418,0.5213096225125077,0.6677082723026314,0.2,,,,,,0.0,0.0,0.16351200258458082,,3.4861151798245733,22.13551005948588,56.26132361907002,7.617645129779749,1.295018807761061,0.0,0.16351200258458082,1.0,0.32,0.08,0.10360150462088488,0.0,0.10360150462088488,0.36463270258641045,0.040878000646145204
2024-10-03 10:15:00,Residential,Weekday,0.32981422108772696,0.3017453513284394,0.24616419184694283,0.0,0.0,0.0006709831847298834,2.6695317519014143e-06,0.0005032373885474125,0.0,0.0,,,3.868381716621658,17.602281159288104,16.142924128116118,25.574838941315836,81.06351699381965,666.7747823159204,0.0,3.5666363652932187,0.3017453513284394,0.07800299283597074,0.24,0.08,0.0,0.07133272730586437,-0.07133272730586437,0.07543633783210985,0.9670954291554145
2024-06-21 20:30:00,Residential,Weekday,0.7689512795355875,1.455944404280757,0.2487342288424928,0.4528578800612639,0.34601098652655526,0.2035791367285852,0.05303353132508204,0.2275035672922011,0.0,0.0,,,0.18375796249635223,16.94705625587191,25.77858447247191,19.117311762215305,70.68693817193198,45.5199712087539,1.2721864417844047,0.0,0.18375796249635223,1.0,0.32,0.08,0.10177491534275238,0.0,0.10177491534275238,0.36398610107018925,0.04593949062408806
2024-08-03 15:15:00,Residential,Weekend,0.5279704602623874,0.6793355650416484,0.20715292643559968,0.29818395576732415,0.0,1.9968537372216114e-06,3.604262438453872e-06,0.045222525257977875,0.0,0.0,,,,16.979907444893747,25.295478751562523,8.809036782970416,100.0,671.6922092933099,0.0,2.925066222866823,0.6793355650416484,0.18847387306281602,0.24,0.08,0.0,0.05850132445733646,-0.05850132445733646,0.1698338912604121,0.9011004469771179
2024-05-13 20:30:00,Business,Weekday,0.0,1.3228183550423367,0.5202355206271085,0.40631995565810847,0.2,,,,,,0.0,0.0,0.0,16.82700810050829,27.54399852193695,2.5067751146269206,68.22094165905185,9.607749924142809,1.3228183550423367,0.0,0.0,0.0,0.32,0.08,0.10582546840338694,0.0,0.10582546840338694,0.3307045887605842,0.0
2024-09-05 01:45:00,Business,Weekday,0.0,1.211289812098096,0.5352079218425992,0.3,0.2,,,,,,0.0,0.0,,17.264108171869104,21.116056296042615,13.575734739662213,76.21514722209514,0.0,,0.0,0.0,0.0,0.15,0.08,0.045423367953678594,0.0,0.045423367953678594,0.302822453024524,0.0
2024-11-29 06:15:00,Residential,Weekday,1.0,1.8981325558496192,0.20326038816703682,1.006349962809398,0.15924339123887035,0.301935840795603,0.013181080087022226,8.232300744197612e-06,0.0,0.0,,,,18.173271898841563,7.746001487624087,34.176284604757114,55.798746201733984,0.0,1.8981325558496192,0.0,0.0,0.0,0.24,0.08,0.11388795335097715,0.0,0.11388795335097715,0.4745331389624048,0.0
2024-09-21 20:00:00,Residential,Weekend,0.8087132915122229,,0.2014954741508315,,0.23896018382255266,0.24261398745366686,0.14810236998497142,0.24261398745366686,0.0,0.0,,,0.018237896389679008,18.24217308977972,6.732748679710024,12.578097571321592,70.18750155258654,1.5021370096949793,2.0226024725679577,0.0,0.018237896389679008,1.0,0.32,0.08,0.16180819780543662,0.0,0.16180819780543662,0.5102100922394092,0.004559474097419752
2024-10-13 12:15:00,Residential,Weekend,0.6275850588446723,0.8798271362195846,0.2392595469335136,,0.0,2.597836334659544e-07,0.11076837410775897,0.006693258687864906,0.0,0.0,,,4.084522885023627,17.634629666783226,15.667210782599696,40.3851092466434,65.86656133152687,716.8077084445441,0.0,3.204695748804042,0.8798271362195846,0.2154051185379747,,0.08,0.0,0.06409391497608084,-0.06409391497608084,0.21995678405489616,1.0211307212559066
2024-11-14 12:30:00,Business,Weekday,1.0,7.771106535489277,0.5172128981228438,3.919019554497824,1.5,,,,,,2.0,0.0,4.256573995884255,18.10093329705852,,36.69377820429652,42.65658337522961,719.2967623483817,3.514532539605023,0.0,4.256573995884255,1.0,0.24,0.08,0.21087195237630135,0.0,0.21087195237630135,1.9427766338723194,1.0641434989710636
2024-11-19 12:45:00,Business,Weekday,1.0,10.761980096067738,0.5875302804381202,4.214581336279793,1.5,,,,,,2.0,3.0,3.404676675774087,18.30191530867026,5.854186637202065,52.959400348544705,71.54456950576733,575.9710905999583,7.3573034202936505,0.0,3.404676675774087,1.0,0.24,0.08,0.441438205217619,0.0,0.441438205217619,2.6904950240169345,0.8511691689435218
2024-07-10 15:15:00,Business,Weekday,1.0,7.715435080841944,0.5147398521435996,3.974717761027537,1.5,,,,,,2.0,0.0,3.8698674656250827,16.396595961250636,33.873588805137686,3.855138073343647,100.0,737.4459279173244,3.8455676152168614,0.0,3.8698674656250827,1.0,0.24,0.08,0.2307340569130117,0.0,0.2307340569130117,1.928858770210486,0.9674668664062707
2024-06-03 16:00:00,Residential,Weekday,0.32958529148549365,,0.22138375739042515,0.0,0.0,3.3169064399922055e-05,0.00011651846190682037,0.0406489692300241,0.0,0.0,,,2.804076542687129,16.26776477597517,35.76816505918874,17.99536752432544,62.45094079948131,525.5896213271482,0.0,2.2768726878216525,0.5272038548654764,0.18801336084793902,0.32,0.08,0.0,0.045537453756433054,-0.045537453756433054,0.1318009637163691,0.7010191356717822
2024-02-21 05:30:00,Business,Weekday,0.0,1.5159422863765781,0.5882170840854752,0.5482881413202431,0.2,,,,,,0.0,0.0,0.023974167484987922,,11.447457245317125,28.93326141727949,69.7653350203673,12.111665579297771,1.4919681188915903,0.0,0.023974167484987922,,0.15,0.08,0.055948804458434635,0.0,0.055948804458434635,0.37898557159414453,0.005993541871246981
2024-09-10 22:30:00,Residential,Weekday,0.7846562597863572,1.4373917255169781,0.22034417587874222,0.787414365226358,,0.010342617001027291,2.189805419579468e-05,0.16634279840649183,0.0,0.0,,,,,7.859398027831866,23.380515629131875,71.45233529196204,0.0,1.4373917255169781,0.0,0.0,0.0,0.24,0.08,0.08624350353101869,0.0,0.08624350353101869,0.35934793137924453,0.0
2024-04-19 18:30:00,Residential,Weekday,0.8151873449789103,1.902813404429607,0.24135056493755358,0.6461001822778808,0.3035563342343877,0.07939577487201165,0.2682219276523966,0.21582009209101452,0.13237453538768937,0.0,,,0.10661463848205467,,16.29684924539176,28.584718957250754,60.74128194418493,17.805848339462017,1.7961987659475522,0.0,0.10661463848205467,1.0,0.32,0.08,0.14369590127580417,0.0,0.14369590127580417,0.47570335110740175,0.026653659620513668
2024-10-09 04:15:00,Residential,Weekday,0.9365934266861609,1.2952709815764403,0.20107644986238174,1.0365328615111886,0.07804310935162438,0.008539551992914668,1.8801886641628078e-10,2.9077129551106e-07,0.0,0.0,,,,18.446238277334363,3.7317900392006056,21.976180352483162,63.28440932585405,0.0,1.2952709815764403,0.0,0.0,0.0,0.15,0.08,0.048572661809116506,0.0,0.048572661809116506,0.32381774539411007,0.0
2024-01-16 12:45:00,Residential,Weekday,0.32026909400296183,0.0,0.2079487037391374,,0.0,8.475461510593502e-09,0.05652729669024484,0.005181268279806838,0.0,0.0,,,3.488025355008357,17.73448132377532,14.198804062127682,47.91371494011154,43.77270879257748,606.9955341033173,0.0,3.488025355008357,0.0,0.0,0.24,0.08,0.0,0.06976050710016714,-0.06976050710016714,0.0,0.8720063387520892
2024-10-17 01:45:00,Residential,Weekday,0.9724005238109634,1.2625601332303473,0.22137955258123226,1.0364569931633871,0.0748878345482826,4.025171107802952e-07,5.58783820872519e-30,2.685409720843236e-09,0.0,0.0,,,0.0,18.335178838731753,5.365017077474281,22.04373283311099,53.67739523591516,0.0,1.2625601332303473,0.0,0.0,0.0,0.15,0.08,0.04734600499613802,0.0,0.04734600499613802,0.31564003330758683,0.0
2024-03-28 23:15:00,Residential,Weekday,0.9393710526425215,1.4540738738532026,0.22710491060353696,0.9017559647730077,0.09978371612172712,0.0014333118622047421,2.7952794214040727e-07,0.15671552176964265,0.0,0.0,,,0.0,18.04708346620086,9.601713732340366,51.91328323446274,49.32845392047637,0.0,1.4540738738532026,,0.0,0.0,0.15,0.08,0.054527770269495096,0.0,0.054527770269495096,0.36351846846330066,0.0
2024-12-18 10:30:00,Residential,Weekday,0.33134105802518626,0.2828155610600839,0.2499256581963282,0.0,0.0,0.000289922248607766,2.2232022306706226e-05,0.0006605295207038506,0.0,0.0,,,2.688257226322921,18.596593884747033,1.5206781654848163,48.59502243013471,36.55330886534181,440.9684673517578,0.0,2.405441665262837,0.2828155610600839,0.10520405498804425,0.24,0.08,0.0,0.04810883330525674,-0.04810883330525674,0.07070389026502097,0.6720643065807302
