Temperature (C),Humidity (%),Sunlight Hours,Voltage (V),Electricity Generated (kWh)
19.62136139,56.35188848,11.88165861,29.91322688,0.088854687
39.23961569,33.8289134,10.47930496,37.40658069,0.097998742
34.37832058,76.36220782,7.681652945,35.51722877,0.068207756
38.48747354,33.00438683,11.23013809,21.67979003,0.060866759
37.37068376,25.94764029,7.278781385,37.80618396,0.068795737
29.94749947,50.53722185,8.199472674,29.43534302,0.060338573
38.04685588,66.08152077,7.817038139,34.8772429,0.068159184
17.21231255,50.64017775,7.580990981,22.80078463,0.043213136
19.89957156,39.37278924,10.20152615,33.41439051,0.085219445
16.13068222,59.07198287,8.214151258,24.72652035,0.050776845
23.13325827,44.29016348,6.533736976,28.76761794,0.046990012
24.71693224,85.30073831,6.065265341,20.3372574,0.030837716
21.78372579,84.58515977,4.301978536,23.03221276,0.024771021
35.71843773,55.1660274,8.665561295,21.84160986,0.047317452
23.91883317,42.95187958,5.839691323,24.79488346,0.036198616
22.02336274,71.59926898,5.185071376,22.0003618,0.028518362
28.56740208,22.56990604,9.230639711,33.83820053,0.078087059
18.52310562,53.23383042,9.449674063,20.58079804,0.048620458
35.05492452,43.5426376,10.01723914,32.35481001,0.081026467
16.86376609,84.43751196,8.028615171,22.81415662,0.045791521
39.67217342,20.84021191,11.15243684,38.90322914,0.108466451
34.30611923,58.6970413,11.49074203,38.66188146,0.111063427
19.96789204,71.84645067,10.45896752,24.51006205,0.064087486
15.13805293,53.95125913,9.084747856,32.28842596,0.073333052
35.38653571,25.97821211,6.429767629,20.56010639,0.033049177
32.6714336,88.0722973,11.86355937,38.63577086,0.11458944
33.2251792,56.2607302,6.193089338,30.45974616,0.047159982
34.28175867,62.9930371,5.621255376,20.86446303,0.029321119
16.85111629,36.56268479,7.53723291,26.84999986,0.050593676
23.96164321,53.84486596,4.454724566,21.53698924,0.023985339
17.89672649,50.04046444,11.82795572,27.85888879,0.082378426
36.57758565,25.24270894,8.707468451,33.39852684,0.072704155
30.58245317,27.43122475,8.455616733,29.39779816,0.062144129
23.27245062,78.62307637,9.246370239,27.67444349,0.063972038
16.58895876,36.78739665,7.976189182,22.38314091,0.044633042
22.77455804,33.647079,4.256508137,24.89878091,0.026495466
23.12958305,55.34380159,8.898490311,22.00286575,0.048948072
33.24015446,73.8122992,9.729391016,36.14997463,0.08792931
30.93893678,24.3362563,7.333992485,22.70479656,0.041629202
37.18031856,60.37655437,10.05836458,31.90746733,0.080234235
26.80537313,28.344731,5.816010395,26.85480827,0.039046961
17.98985615,22.55227356,5.770212729,24.51956769,0.03537078
32.83111968,23.69207665,5.291335902,32.78936879,0.043374891
34.01962622,78.39148757,6.975958078,29.14004619,0.050819935
29.03192994,28.25807385,10.77609628,28.00290935,0.075440512
34.2741795,23.16059551,10.6232965,31.8570401,0.084606696
27.34488991,50.6529921,7.062593664,29.82535257,0.052661087
28.06832073,79.07954304,8.712949888,26.06968417,0.056785963
25.68852546,38.36858635,9.766530532,31.18122576,0.076133098
15.63547817,49.51988323,5.929654197,33.38997153,0.049497746
17.69728567,22.79457728,5.345128687,20.53386317,0.027439035
15.78572964,51.43549599,11.77676795,29.31743458,0.086316156
30.91026028,60.43291564,8.940458506,21.15366569,0.047280868
22.85889953,59.96349376,11.85132577,23.72810828,0.070302385
27.71426728,43.26986845,6.702047897,31.21017468,0.052293021
37.68916185,42.08732265,9.6242536,37.32377831,0.089803377
21.23230573,27.46365333,5.780829092,37.65611358,0.054420889
25.25957308,45.67588245,6.08960137,21.3988802,0.032577663
33.88877846,26.96462682,8.09521697,28.38210173,0.057439818
20.71995414,73.66171613,6.556945004,31.66012966,0.051898432
16.92449775,87.63920084,5.340972511,22.94139809,0.030632344
22.24378632,87.90521197,6.103045616,35.30864433,0.053872567
19.03053218,80.55497696,4.285987156,34.88470517,0.03737885
38.24244131,62.05545045,9.635388972,38.06682027,0.091697155
35.20300949,69.06059881,7.936933257,20.16972024,0.040021431
30.83509391,39.96440619,4.753944531,24.33368488,0.028920247
36.78651475,64.15392941,5.373551945,36.54373428,0.049092414
35.09180192,51.89546846,4.820276305,33.41160102,0.040263287
19.66425147,53.74121378,8.900742466,37.88779707,0.084307381
37.31397496,73.04435923,4.753682909,21.14359309,0.025127484
28.48355605,39.73428489,10.03425866,31.93927931,0.080121748
35.18600388,42.26277282,4.164087355,31.3809315,0.032668235
37.4022825,84.72492538,5.995006304,20.71348833,0.031044373
22.95008687,23.93570064,11.12533341,30.27044154,0.084192189
17.75129811,53.99440089,9.748250545,32.19040623,0.078450036
20.69837906,83.89605603,4.583746663,23.82586348,0.027302931
25.67769472,62.72541055,10.56900884,25.46659166,0.067289158
35.45036915,58.24849519,7.944280972,32.80694693,0.065156901
36.51826458,37.48209255,10.77426422,29.36601895,0.079099312
15.17380326,44.02928423,8.805918196,37.16027315,0.081807581
27.76868256,79.64338911,9.454664256,26.84763532,0.063458845
25.43527508,59.14526922,11.94801248,25.33319317,0.075670327
20.55269526,56.03195356,5.858684367,39.69731881,0.058143515
17.99663418,26.97057995,8.991564598,38.2227154,0.085920504
23.44037929,21.12197095,7.68257112,20.5798549,0.03952655
38.5727426,87.45796321,4.315615623,35.41457231,0.03820892
23.0800733,46.38903171,4.115765132,22.20669548,0.022849386
27.96976554,62.22491435,4.953828623,20.5497039,0.025449928
32.57547397,25.58005512,9.192733924,25.47391032,0.05854372
24.09074006,67.818,8.537304703,25.38691758,0.054183963
39.29455207,85.27966961,8.427436489,36.38637525,0.076660967
39.06118237,60.29656771,4.2548541,34.21334492,0.036393198
21.2945574,28.82807257,7.754423971,39.63218855,0.076831198
27.43121265,60.72050692,11.39698254,34.23025801,0.097530413
22.52195775,73.64430492,7.180734954,28.36511107,0.050920586
22.12101236,48.44915756,8.999379758,33.97855322,0.076446476
15.92217368,81.58864236,10.2385494,39.98918134,0.102357802
30.23910835,65.40780674,10.27140223,34.20283765,0.087827776
27.56697558,82.94742428,8.154240659,35.23362712,0.071825869
16.28696878,63.64537179,10.86361556,38.7673003,0.105288262
21.96616161,29.19015804,7.131024747,22.27302523,0.039707374
37.70664715,41.67841978,11.10954572,34.09568587,0.094696895
20.98904727,34.12564638,5.921817331,37.01611916,0.054800674
18.6223718,83.61785484,6.241731256,39.087572,0.06099353
27.23631901,73.22800471,4.424964994,24.21938579,0.026792484
39.64126135,67.34788582,10.36465469,30.07858015,0.077938524
21.05138179,41.06764237,7.33644189,33.61109695,0.061646465
31.80338869,32.88313404,5.832932911,24.94935459,0.036381978
34.04049038,72.95157616,5.854322221,32.00945727,0.046848419
20.9409386,53.19105621,11.21119953,25.15157565,0.070494833
33.20540872,35.80526865,10.6713328,26.66914041,0.071148818
24.19457832,63.16353847,8.428247083,28.83037393,0.060747379
30.80764576,22.82336965,8.928886403,30.58380197,0.068269823
30.83824277,42.83191779,7.794604564,28.98731743,0.056486169
28.3943671,52.79898962,7.133332343,29.8639104,0.053257299
17.25724425,30.35708339,11.32381505,25.97177513,0.073524895
35.88256239,88.92581343,5.004901628,23.17930188,0.029002531
23.01950162,34.63681552,7.347574318,20.94699955,0.038477409
19.66296276,29.1247191,6.756495264,23.91957445,0.040403123
16.01937854,34.24744117,7.985205762,31.63887283,0.063160727
29.77232358,73.83427932,7.661054996,35.72230896,0.068417643
31.93910905,49.78539615,8.151116253,23.38495195,0.047653365
15.41469572,59.57911578,5.119351818,22.17110716,0.028375424
27.80232646,21.47064099,8.105132012,34.98580721,0.070891146
20.66239438,22.4101916,5.939350511,26.10316661,0.038758964
31.12931976,51.20778849,5.474650792,39.02998878,0.05341889
19.35916073,77.16586702,4.51867375,34.28635941,0.038732218
32.27344345,81.96672151,10.10122047,26.53512094,0.067009277
24.66838366,26.06945973,7.419535367,25.79085496,0.04783904
38.41824972,57.68541715,9.013149466,30.47396773,0.068666606
18.4380236,83.92607804,9.820746746,21.58289337,0.052990032
23.52665878,47.15809281,9.434533323,22.35353025,0.052723782
17.83683803,78.0696082,7.764005753,23.51715763,0.045646837
38.11734046,29.35869581,7.103188232,35.49447187,0.063030979
36.93348383,85.47761428,7.007679277,30.27714719,0.053043134
21.44854069,72.59963223,9.120390375,20.21134246,0.046083833
31.49960115,85.8934075,7.95835484,33.47033055,0.066592192
35.43055501,67.36320635,10.79305798,28.47380357,0.076829853
28.88002029,45.43827524,10.99761587,30.2170473,0.08307887
28.24126446,85.67268208,5.364483024,24.28232487,0.03256553
21.04630727,39.28967434,5.089869212,31.03564457,0.039491843
17.3275692,43.25207654,9.043207408,39.5830648,0.089489466
37.43039395,69.05658926,6.409805984,21.46889382,0.034402861
37.51045143,73.57214097,4.14856575,25.67834799,0.026632079
30.82753643,85.05824387,11.10914135,24.85995186,0.06904318
23.47574478,34.33616863,5.815206138,24.97098622,0.036302858
23.73023937,75.85986247,11.43424521,27.57412715,0.078822333
33.14889197,71.69822374,9.739475607,36.36219569,0.088537179
37.4277565,24.46561894,10.10122792,38.2571738,0.096611108
37.17716061,47.10561988,5.611691966,24.04430175,0.033732304
34.49688865,39.79358199,5.873555405,30.85899876,0.04531301
31.05079115,41.3143297,8.170142031,32.73797944,0.066868485
17.10349912,88.80628157,5.376798821,30.43654949,0.040912801
19.04071785,64.99441894,6.443453541,28.68152788,0.046202023
37.46385471,70.23733105,6.571699824,23.83951012,0.039166526
30.16072649,88.36323461,5.277039466,29.76438718,0.039266961
15.22992629,46.40412477,5.641462667,28.02429655,0.039524506
17.53678857,76.12881179,10.30841474,35.91126725,0.092547059
31.58754423,50.41716743,5.337566836,35.27208718,0.047066781
15.1265396,80.86735703,4.227659135,22.67997362,0.023970799
19.02020129,32.64602789,9.034839541,21.77038105,0.049172975
28.71834473,86.33803239,11.80786496,38.16307886,0.11265612
32.29737994,35.31401959,6.649710517,30.71016778,0.051053431
31.29903149,42.83543549,4.949245626,37.15601875,0.045973566
20.60673274,72.93345639,8.563098603,21.16302241,0.045305262
32.80448053,47.56285991,11.25083369,30.53031233,0.085872867
20.93122719,62.57479637,10.27249424,30.78853029,0.07906875
23.13499245,51.12014507,8.980126947,37.21404065,0.083546702
33.66228513,71.9658956,6.520451973,21.95219996,0.035784566
31.24082248,35.98318767,8.335041386,24.80891127,0.051695826
36.23058526,24.09205911,4.72995873,28.13076628,0.033264341
31.44032231,40.99505782,9.431563394,37.31682951,0.087989011
29.20771508,53.20160654,9.800768151,38.7776663,0.095012729
17.3418692,31.76140365,11.72025298,39.85449239,0.116776183
24.19289508,44.83581028,6.08317887,39.18386973,0.059590622
21.63005919,47.99881128,4.147651352,20.11883512,0.020861478
21.09974108,24.01742906,8.364867715,20.95416683,0.043819708
39.32526387,60.83150737,9.654324035,22.95213638,0.05539684
24.82744312,81.90403996,10.32325981,26.97724194,0.069623269
37.30116388,30.62200391,5.549911464,36.59836062,0.050779415
30.77846565,61.84656094,6.094022952,37.85312391,0.057669451
34.87028259,66.53174434,8.100727402,23.73668813,0.04807111
27.56592733,49.35342763,6.64480648,32.39328303,0.053811774
29.42259712,69.07683112,10.88409189,38.3472397,0.10434372
27.31294235,48.75120804,7.79008123,29.27463472,0.057012946
19.88107469,55.32461016,10.39662915,22.07087144,0.057365666
33.06130288,20.51471312,8.644958084,29.156273,0.063013689
22.01930906,68.42040799,10.18472113,27.51589805,0.070060437
15.60789916,66.29398753,6.661383892,31.55315992,0.052546928
31.1368074,22.68806141,10.65133298,28.77317369,0.076618163
19.42776699,45.77750752,6.196578524,20.34691854,0.03152032
38.51146461,88.53222886,8.368790464,39.87995467,0.083436746
38.84821443,49.45155938,5.712056905,30.87080475,0.044083948
37.87160976,55.13617836,7.804212173,29.47261511,0.057502635
24.25396751,83.69511107,6.545401676,39.09234743,0.063968779
15.38641541,70.20833131,6.133627445,23.11720735,0.035448084
38.20796406,60.74490918,11.73588014,23.78475205,0.06978375
25.70460371,75.84632769,5.280592844,36.16029498,0.047736949
39.16637048,80.50563865,10.2986067,25.2166216,0.064924017
39.09049943,51.98216502,11.87331968,35.98454213,0.106813993
36.32523639,53.25758555,4.15921187,25.43066966,0.026442886
22.3612223,47.0235655,9.592219312,20.6637526,0.049552812
24.62744322,87.6694298,6.023294444,30.34029448,0.045687132
36.27841679,68.8016378,4.323902595,23.93372868,0.025871778
22.92305013,25.82561463,7.223116632,35.15692586,0.063485644
19.23731867,80.40717363,11.48174248,32.82399266,0.094219158
28.92003156,53.63919586,4.094120755,38.47205336,0.039377308
38.40386935,24.81277345,8.703085535,35.65976715,0.077587501
32.40074492,58.48020786,8.011171829,23.6155191,0.047296995
29.25152925,49.20149953,10.98707331,36.00316473,0.098892353
17.42941234,81.44245834,4.672013716,32.8347409,0.03835109
30.37518067,34.27962225,9.452208239,33.37903284,0.078876392
39.75134625,77.85252266,9.440877587,36.64525772,0.086490848
18.50210038,59.03820838,9.352640135,31.47648138,0.073597051
27.95824131,23.82272122,11.53867596,29.32007029,0.084578698
36.9343268,88.02917109,10.58470023,32.73282071,0.086616774
33.51921544,55.88306709,4.33578181,25.95914858,0.028138301
32.42539352,40.3613798,7.768662806,23.65194262,0.045935992
32.5621021,52.85847894,7.18362445,32.33175676,0.0580648
23.98727878,80.05004485,6.481177769,24.67696738,0.039983953
22.33979611,41.34321871,7.610693801,21.59830219,0.041094516
35.23402889,33.48734775,7.073553479,20.01108369,0.035387368
35.25283487,29.03498729,7.458671199,32.16638803,0.059979628
36.67680796,40.85015789,11.83409492,27.24297567,0.08059899
37.83101381,74.60336609,4.709063798,35.04621941,0.041258721
27.78355997,53.01384556,11.37784696,27.50352797,0.078232733
27.53790737,35.92371226,7.841893708,29.72006896,0.058265405
34.95737947,31.63294997,8.989937964,28.14169946,0.063248033
31.24909827,43.29106336,10.64146373,33.01149582,0.087822659
32.54917193,85.7947061,6.883704233,27.12278324,0.046676304
34.89481674,44.01186988,7.443375265,39.275353,0.073085298
37.25013355,89.16868532,7.276147842,38.72293973,0.070438459
23.44987892,53.9661319,6.99784818,36.96055805,0.064661093
24.38957382,32.54147428,11.40423457,38.40600541,0.109497774
17.3495485,82.37980643,10.63143913,28.98279377,0.077032202
29.45700352,52.22487612,4.871999919,30.72860794,0.037427444
15.89855684,69.67699405,4.86498682,34.84185185,0.042376288
26.63995045,88.85981082,7.422956119,33.9229185,0.062952084
28.56611587,23.51227452,4.789259014,37.81357191,0.045274748
22.1635313,26.76861919,8.952744762,34.32662055,0.076829368
29.77083151,70.4319719,5.149532858,39.95769416,0.051440865
15.76250625,39.72775023,8.178986112,26.970116,0.055147051
15.93370472,32.90109779,4.057759576,36.65995484,0.037189321
35.56501402,22.75533159,6.532770787,33.95269646,0.055451296
24.00476604,21.52926984,9.417525789,33.8277289,0.079643377
18.17651282,74.21399222,7.872311522,26.5167119,0.052186954
28.0560815,29.41033992,11.82615589,35.71203585,0.105584026
34.24983883,52.74044312,10.99283037,38.00752045,0.104452556
20.39552569,62.41277706,6.872566232,24.37096923,0.041872775
30.5722619,49.98462604,4.363892332,32.50993674,0.035467466
17.13368662,21.89746566,10.7650104,27.84269658,0.07493173
16.29204303,74.84510518,11.28987448,39.79096239,0.112308743
28.28386579,20.73592572,10.56501915,29.57665632,0.078119485
28.51587804,73.33229261,5.023599527,24.56640348,0.030852943
30.93574754,82.53131457,11.98332108,27.6371525,0.082796218
33.15228334,50.29879447,6.068673772,33.0767678,0.050183028
39.39630199,57.48797312,9.793639302,21.52178743,0.052694156
27.90750871,53.38883748,11.26427901,32.0720384,0.090317097
23.07391182,47.2446033,5.885496915,38.62449518,0.056831087
34.87965487,82.11971748,11.26606844,37.00725575,0.104231569
21.77080628,82.57534575,6.475852634,21.35347073,0.034570482
25.97428552,43.50714552,11.81130578,39.86779757,0.117722687
16.96140953,63.05488278,6.250080163,33.97453847,0.053085897
15.63376859,84.88352935,11.6274866,23.24561649,0.067572024
39.06621037,87.34409493,4.428357207,20.24832178,0.0224167
35.89950301,55.62713283,9.674176093,23.42565273,0.056655972
32.39935515,51.69773637,8.256889071,36.76351841,0.075888073
25.22382361,39.50860211,7.823016617,20.4327865,0.039961507
19.332358,87.12103112,5.787954514,24.66294607,0.035687003
18.91092607,29.99700131,9.644766318,35.14611191,0.084744009
21.25607245,60.58807032,5.526475932,31.72221072,0.043828009
28.73066662,39.77851873,8.422734368,35.65471421,0.075077547
32.86489807,39.53058032,6.025962904,34.92301008,0.052611191
31.50493442,48.34780112,11.64497104,21.01202774,0.061171114
21.99834742,89.91550551,4.229049551,37.85022838,0.040017623
38.87163202,23.84764148,5.597826241,24.54063669,0.034343555
33.44742292,60.49792727,5.938484851,31.0678488,0.046123987
28.85885131,25.78005106,7.312542606,32.88576313,0.060119636
30.29301866,30.8164581,5.861841935,23.37256422,0.034251569
25.49000156,50.76940592,7.930792722,39.52462513,0.078365402
21.19327474,55.73220919,10.97972419,29.76311912,0.08169771
23.89931697,38.11546859,9.696507371,21.15285391,0.051277201
33.94615276,42.15199916,8.639695844,38.7452409,0.083686774
15.35983722,26.08769142,4.712025424,31.72535686,0.037372672
17.90181601,41.22538487,9.551936867,33.98386396,0.081152931
16.15006605,87.65909076,5.331314274,30.5035158,0.040655957
16.01822006,86.12951672,10.29093909,36.6947591,0.094405883
36.3865146,43.44148031,6.000454068,20.66266924,0.030996349
32.59144648,59.95977554,7.336389827,25.36756731,0.046526591
26.85434573,83.67167738,6.803761619,29.39296713,0.049995685
17.44585402,20.43286758,10.87051132,21.53207233,0.058516159
27.29039688,76.74784992,5.01235567,34.11813339,0.042753055
26.83679427,86.3858687,8.525159059,27.87326828,0.059406011
19.33004675,26.3928014,5.136492876,25.45335981,0.03268525
25.84629123,31.30133802,9.638366689,20.06757694,0.048354666
24.96261836,87.25224119,11.24062502,34.39660623,0.096659838
30.39625245,57.62781005,7.476861231,36.67618618,0.068555689
30.87734127,20.99376441,7.904738082,27.90081071,0.05513715
16.13260024,38.03423991,11.41938269,31.28435954,0.089312018
24.36531537,51.4960572,8.167931109,24.55373252,0.050138299
30.64649789,68.50362377,7.900787504,32.44395293,0.064083194
27.57840646,71.32122647,8.626632822,20.24274917,0.043656691
36.41224603,89.6795059,9.513837891,29.77287794,0.070813584
31.46734079,40.12578396,4.855067001,32.88410964,0.039913639
19.07336068,57.67540713,10.56888422,38.36383546,0.101365734
16.76421869,57.33264835,7.48404022,27.62671634,0.051689864
31.06048196,48.39516816,4.578788079,35.30380406,0.040412159
15.66278276,31.84133257,10.28946135,31.9537406,0.082196695
29.64438953,88.42195942,7.015599773,38.54024226,0.067595729
38.50575604,79.73220307,4.802939961,27.96755351,0.03358162
29.38685445,54.88331198,9.070232316,26.3819068,0.059822506
24.70424816,62.22717959,11.04105083,37.74283997,0.104180154
31.08220546,35.90827375,11.10202808,20.98488803,0.058243704
26.45632226,58.06509493,11.6613078,22.72770786,0.066258699
28.64041973,68.64790932,10.94164368,21.64808869,0.059216418
38.53662022,56.06169199,4.017127355,36.86219913,0.037020037
24.65256595,89.31996194,7.041929331,20.21214847,0.03558313
39.0297641,62.79391594,10.54834064,37.23314311,0.098186969
37.63376605,45.96815988,6.930024048,29.02535591,0.050286604
19.89477837,74.05064193,8.812388051,20.08050558,0.044239302
16.73403252,31.93237581,8.850535579,28.03290354,0.062026553
17.51945003,46.91610696,6.920202432,23.73601682,0.04106451
15.45554564,44.28712653,11.23579142,32.48800975,0.091257125
17.36107402,50.22649666,8.025826763,33.5871758,0.067391214
32.07516934,74.72458782,7.718273648,29.75055141,0.057405724
16.77971621,53.89211225,11.98010997,20.81039051,0.062327692
22.97439076,75.58101152,7.948002913,33.12257609,0.065814583
36.12188277,60.35422322,5.427186015,36.84077567,0.049985436
15.58179839,43.94486043,8.104555383,34.40648555,0.069712317
35.36171206,76.69851206,10.51213388,36.59915838,0.096183813
22.04636937,36.68027694,10.21488262,24.01019047,0.061315319
17.95412069,35.70680859,10.30865412,37.77775879,0.097359462
32.41842913,55.31520468,9.664190272,26.44386901,0.063889645
30.72357117,38.25944722,6.033742633,20.26809629,0.030573119
36.93680034,20.63609245,10.89667269,36.86783293,0.100434177
33.3767761,65.38082691,11.14754772,38.83642538,0.108232726
35.08702326,55.7765675,5.553221573,33.11116395,0.045968407
22.05086431,51.18624701,5.043645092,24.62873261,0.031054647
19.43598859,87.68779602,11.80483975,25.03488929,0.073883214
33.76536879,59.98394288,10.94659171,29.33185747,0.080270967
35.17086848,80.44021045,11.14588918,37.95662159,0.105765074
39.76262855,29.76151653,11.09101108,22.99195312,0.063751002
25.31544192,59.84445242,8.333494592,36.51947339,0.076083709
24.30045214,80.75857387,9.171213893,25.82605617,0.059214071
34.41032402,60.81740301,8.362902817,36.17172339,0.075625152
23.52008851,70.26099247,4.409650794,38.40542395,0.042338627
38.26893314,46.04304975,9.964024683,28.54987744,0.071117921
36.4603188,26.47146619,8.042656267,27.30101308,0.054893166
25.72485068,52.05302066,9.181672598,36.04442638,0.082737031
33.77177669,47.61355736,8.02111844,30.58965765,0.061340817
33.86357185,80.69421277,7.934490579,33.68898097,0.066826226
17.57809672,37.07967116,5.374312876,32.45658474,0.04360796
37.56382267,87.67139593,6.229709721,23.05777691,0.035910814
27.63130931,87.06966839,5.270821536,36.89580721,0.048617804
35.66143665,37.33421502,5.565330365,23.91550223,0.033274418
23.00124003,44.36363688,11.78381904,38.64564288,0.113848316
37.38808071,82.68890186,5.224907566,25.01142583,0.032670597
24.73004197,87.66355546,6.154163394,34.67761947,0.053352934
15.27094129,51.0407372,8.724717262,25.69310787,0.056041275
37.63454941,42.46979319,8.88142861,26.35570817,0.058519085
17.28216692,56.82658093,5.231793038,26.20003706,0.034268293
22.98284094,68.14384445,10.34973941,34.95784508,0.090451147
38.75154918,39.14321608,10.28162294,31.13630236,0.08003293
38.76517867,71.55312222,5.898541634,37.65904912,0.055533367
29.3359472,23.616015,6.309330421,26.14745438,0.041243232
30.7959303,23.45061449,11.50390292,33.83985044,0.097322589
26.21113805,47.04013936,10.60537157,35.05897199,0.092953356
22.33026929,44.74312344,9.582376265,23.02964226,0.055169674
23.21661363,42.09432508,4.657865772,28.01178715,0.032618786
31.8129614,54.37138339,7.346112647,29.65634989,0.054464722
33.80936324,42.45135076,8.474414977,27.1137478,0.057443288
34.78947609,33.45805429,5.499290304,26.44225192,0.036353405
34.74045357,41.66286844,7.585812657,33.72839788,0.063964327
17.28015258,88.2432991,8.80820702,24.31732795,0.053548015
27.36050762,48.77793919,6.619013441,34.18781491,0.056572402
16.438969,51.12989438,10.24755855,38.70088393,0.099147394
28.73822206,60.3581493,10.72359665,31.30395042,0.083922734
26.03826253,88.83385379,6.588875755,32.22868473,0.0530877
37.19260457,36.91208935,10.70925724,21.37865404,0.057237376
23.77287531,67.68974774,4.828612529,37.28953807,0.045014183
17.92667541,70.11892855,10.70183279,25.70895574,0.068783236
18.57479205,62.51270918,5.222003453,32.30102331,0.042169014
34.03776579,26.20048377,4.66341722,39.58224339,0.046147129
30.45545158,67.38105931,9.134203236,31.91005201,0.072868225
17.5280669,24.48662977,7.775498926,34.49418975,0.067052384
17.10267015,61.72998547,11.2631248,28.90639236,0.081394076
32.52422829,71.77068241,6.905513569,21.20731687,0.036611854
16.81907516,34.76789234,6.297218108,35.95198699,0.056599376
35.54650148,78.91354053,8.005879249,20.69997683,0.041430379
32.65605568,22.12476639,7.647569486,34.01315658,0.065029495
17.03371952,79.06690046,6.75542437,20.45843146,0.034551347
17.12094285,52.22303354,9.54993039,37.24610473,0.088924427
39.66598946,35.2311558,10.07649467,23.15272072,0.058324567
24.35676989,29.36447015,10.82387175,30.28542991,0.081951402
24.26605368,86.73150173,11.78285284,31.94301409,0.094094959
35.31998918,25.08659113,6.133249537,29.15090815,0.044697448
38.68121443,33.9365394,9.72874786,26.81526979,0.06521975
39.6500266,44.34756432,7.154065884,29.35628592,0.052504201
33.83445463,63.41643943,9.416655776,26.22831508,0.061745754
24.40648964,58.13607597,7.807853523,28.76244694,0.056143243
17.08751792,28.79504447,11.95018482,27.17825982,0.081196307
34.4286729,40.28095886,9.831217086,31.32409647,0.076988498
28.96010624,36.71262398,11.6199304,24.75848324,0.071922963
25.60555023,34.94799981,10.6797564,39.7731311,0.106191838
37.65885963,48.78010355,11.22320809,30.01739907,0.084222879
17.77993706,69.28220168,10.51535358,23.88324155,0.062785182
27.31562761,35.22170526,7.673273043,29.54133499,0.056669682
15.28384112,45.66752158,6.014307627,37.32830259,0.056125974
26.71651605,47.36421988,6.962561404,20.43613586,0.035571963
16.40758189,88.35195706,4.161889861,33.59108238,0.034950596
17.97044791,86.82664498,8.19194534,30.95935594,0.063404338
17.93815617,76.00963079,8.040462402,23.39115989,0.047018935
31.23025755,36.91612446,8.202003719,36.34952879,0.074534743
33.65112198,24.76261199,11.7922498,27.37769245,0.080711147
29.58421913,42.18328964,11.29163203,25.87604058,0.073045682
